ARTICULO;IMAGEN;PESO;IVA;PRECIOCANO;TIPCANON;COMPRA;VENTA;FAMILIA;MARCA;DENOMINA;URL;STOCK;PARTNUMBER;CODIGOBAR;DESCEXTRTF;EAN;CATEGORIA_ID;SUBCATEGORIA_ID;SUBCATEGORIADEPRODUCTO;CODIGO_MAYORISTA;CODIGO_FABRICANTE;VOLUMEN;SHORTDESC;LONGDESC;HighPic;LowPic;ThumbPic
CA2032121;https://www.dmi.es/photo/883/722/2328862023288620/th/cable-red-gembird-ftp-cat6-cobre-libre-alogeno-2m-gris.jpg;0.09;21;0.00;;1.37;;"Cables, Conectores y Adaptadores";Gembird;"CABLE RED GEMBIRD FTP CAT6 COBRE LIBRE ALOGENO 2M GRIS";https://www.dmi.es/ficha/CA2032121;81.00;PP6-LSZHCU-2M;;"FTP, Cat6, LSZH jacket, CU, 2m";8716309080422;830;883;"Cables Ethernet";CA2032121;PP6-LSZHCU-2M;2.50;"FTP, Cat6, LSZH jacket, CU, 2m";;https://www.dmi.es/photo/883/722/2328862023288620/bg/cable-red-gembird-ftp-cat6-cobre-libre-alogeno-2m-gris.jpg;https://www.dmi.es/photo/883/722/2328862023288620/pq/cable-red-gembird-ftp-cat6-cobre-libre-alogeno-2m-gris.jpg;https://www.dmi.es/photo/883/722/2328862023288620/pq/cable-red-gembird-ftp-cat6-cobre-libre-alogeno-2m-gris.jpg
CA2032124;https://www.dmi.es/photo/883/724/1831942418319424/th/cable-red-gembird-ftp-cat6-1m-verde.jpg;0.03;21;0.00;;0.58;;"Cables, Conectores y Adaptadores";Gembird;"CABLE RED GEMBIRD FTP CAT6 1M VERDE";https://www.dmi.es/ficha/CA2032124;100.00;PP6-1M/G;;;8716309074087;830;883;"Cables Ethernet";CA2032124;PP6-1M/G;408.00;;;https://www.dmi.es/photo/883/724/1831942418319424/bg/cable-red-gembird-ftp-cat6-1m-verde.jpg;https://www.dmi.es/photo/883/724/1831942418319424/pq/cable-red-gembird-ftp-cat6-1m-verde.jpg;https://www.dmi.es/photo/883/724/1831942418319424/pq/cable-red-gembird-ftp-cat6-1m-verde.jpg
LB12165036;https://www.dmi.es/photo/817/730/62416206241620/th/sai-salicru-sps-500-one.jpg;3.55;21;0.00;;41.52;;Electricidad;Salicru;"SAI SALICRU SPS 500 ONE";https://www.dmi.es/ficha/LB12165036;3.00;SPS.500.ONE;;"SPS.500.ONE, 500 VA/250 W, SAI de 500 a 2000 VA con AVR + SOFT / USB";8436035920877;999959;817;"SAI (UPS)";LB12165036;SPS.500.ONE;4950.00;"SPS.500.ONE, 500 VA/250 W, SAI de 500 a 2000 VA con AVR + SOFT / USB";;https://www.dmi.es/photo/817/730/62416206241620/bg/sai-salicru-sps-500-one.jpg;https://www.dmi.es/photo/817/730/62416206241620/pq/sai-salicru-sps-500-one.jpg;https://www.dmi.es/photo/817/730/62416206241620/pq/sai-salicru-sps-500-one.jpg
CA1232004;https://www.dmi.es/photo/2917/731/2515790025157900/th/cable-audio-gembird-conector-3-5mm-a-2x-rca-0-2m.jpg;0.10;21;0.00;;0.30;;"Cables, Conectores y Adaptadores";Gembird;"CABLE AUDIO GEMBIRD CONECTOR 3,5MM A 2X RCA 0,2M";https://www.dmi.es/ficha/CA1232004;100.00;CCA-406;;;8716309026215;830;2917;"Cables de Audio";CA1232004;CCA-406;20.00;;;https://www.dmi.es/photo/2917/731/2515790025157900/bg/cable-audio-gembird-conector-3-5mm-a-2x-rca-0-2m.jpg;https://www.dmi.es/photo/2917/731/2515790025157900/pq/cable-audio-gembird-conector-3-5mm-a-2x-rca-0-2m.jpg;https://www.dmi.es/photo/2917/731/2515790025157900/pq/cable-audio-gembird-conector-3-5mm-a-2x-rca-0-2m.jpg
CA2032017;https://www.dmi.es/photo/883/732/1340400413404004/th/cable-red-gembird-utp-cat5e-2m-gris.jpg;0.20;21;0.00;;0.43;;"Cables, Conectores y Adaptadores";Gembird;"CABLE RED GEMBIRD UTP CAT5E 2M GRIS";https://www.dmi.es/ficha/CA2032017;0.00;PP12-2M;;"Gembird PP12-2M, Cat5e, RJ-45, RJ-45, Macho/Macho, Oro, 10/100/1000Base-T(X)";8716309009607;830;883;"Cables Ethernet";CA2032017;PP12-2M;132.00;"Gembird PP12-2M, Cat5e, RJ-45, RJ-45, Macho/Macho, Oro, 10/100/1000Base-T(X)";;https://www.dmi.es/photo/883/732/1340400413404004/bg/cable-red-gembird-utp-cat5e-2m-gris.jpg;https://www.dmi.es/photo/883/732/1340400413404004/pq/cable-red-gembird-utp-cat5e-2m-gris.jpg;https://www.dmi.es/photo/883/732/1340400413404004/pq/cable-red-gembird-utp-cat5e-2m-gris.jpg
TF04160005;https://www.dmi.es/photo/1568/739/1967778719677787/th/protector-pantalla-archos-50-platinum-2-piezas.jpg;0.10;21;0.00;;0.94;;"Accesorios telefonía";Archos;"PROTECTOR PANTALLA ARCHOS 50 PLATINUM 2 PIEZAS";https://www.dmi.es/ficha/TF04160005;61.00;502481;;;0690590524811;999953;1568;"Protectores de Pantalla";TF04160005;502481;2.09;;;https://www.dmi.es/photo/1568/739/1967778719677787/bg/protector-pantalla-archos-50-platinum-2-piezas.jpg;https://www.dmi.es/photo/1568/739/1967778719677787/pq/protector-pantalla-archos-50-platinum-2-piezas.jpg;https://www.dmi.es/photo/1568/739/1967778719677787/pq/protector-pantalla-archos-50-platinum-2-piezas.jpg
IM42137396;https://www.dmi.es/photo/304/741/2462406724624067/th/impresora-brother-dcp-j4120dw-tinta-profesional.jpg;3.00;21;5.25;"Canon Impr. Multifuncion";97.93;;Impresoras;Brother;"IMPRESORA BROTHER DCP-J4120DW TINTA PROFESIONAL";https://www.dmi.es/ficha/IM42137396;4.00;DCPJ4120DWZX1;;"Brother DCP-J4120DW, Inyección de tinta, 6000 x 1200 DPI, 150 hojas, A3, Impresión directa, Negro, Blanco";4977766736824;999994;304;"Impresoras Multifunción";IM42137396;DCPJ4120DWZX1;56088.00;"Brother DCP-J4120DW, Inyección de tinta, 6000 x 1200 DPI, 150 hojas, A3, Impresión directa, Negro, Blanco";;https://www.dmi.es/photo/304/741/2462406724624067/bg/impresora-brother-dcp-j4120dw-tinta-profesional.jpg;https://www.dmi.es/photo/304/741/2462406724624067/pq/impresora-brother-dcp-j4120dw-tinta-profesional.jpg;https://www.dmi.es/photo/304/741/2462406724624067/pq/impresora-brother-dcp-j4120dw-tinta-profesional.jpg
OP2234189;https://www.dmi.es/photo/123/746/42063904206390/th/auriculares-logitech-h110-negro-microfono-alambrico.jpg;0.70;21;0.00;;12.04;;"Accesorios telefonía";Logitech;"AURICULARES LOGITECH H110 NEGRO MICROFONO ALAMBRICO";https://www.dmi.es/ficha/OP2234189;16.00;981-000271;;"AURICULARES ESTÉREO LOGITECH®";5099206022423;999953;123;Auriculares;OP2234189;981-000271;2160.00;"AURICULARES ESTÉREO LOGITECH®";;https://www.dmi.es/photo/123/746/42063904206390/bg/auriculares-logitech-h110-negro-microfono-alambrico.jpg;https://www.dmi.es/photo/123/746/42063904206390/pq/auriculares-logitech-h110-negro-microfono-alambrico.jpg;https://www.dmi.es/photo/123/746/42063904206390/pq/auriculares-logitech-h110-negro-microfono-alambrico.jpg
HD33233081;https://www.dmi.es/photo/862/749/2732049327320493/th/carcasa-disco-duro-ext-bluestork-sata-usb-3-0-3-5-.jpg;0.40;21;0.00;;19.72;;"Discos duros internos";Bluestork;"CARCASA DISCO DURO EXT BLUESTORK SATA USB 3.0 3,5""";https://www.dmi.es/ficha/HD33233081;26.00;BS-EHD-35/SU30F;;"8.89 cm (3.5"") , SATA, USB 3.0/USB 2.0";3760162060188;999952;862;"Carcasas HDD";HD33233081;BS-EHD-35/SU30F;3360.00;"8.89 cm (3.5"") , SATA, USB 3.0/USB 2.0";;https://www.dmi.es/photo/862/749/2732049327320493/bg/carcasa-disco-duro-ext-bluestork-sata-usb-3-0-3-5-.jpg;https://www.dmi.es/photo/862/749/2732049327320493/pq/carcasa-disco-duro-ext-bluestork-sata-usb-3-0-3-5-.jpg;https://www.dmi.es/photo/862/749/2732049327320493/pq/carcasa-disco-duro-ext-bluestork-sata-usb-3-0-3-5-.jpg
CA19233043;https://www.dmi.es/photo/2917/750/2851738128517381/th/cable-audio-bluestork-jack-3-5mm-azul-1-5m.jpg;0.01;21;0.00;;4.48;;"Cables, Conectores y Adaptadores";Bluestork;"CABLE AUDIO BLUESTORK JACK 3.5MM AZUL 1.5M";https://www.dmi.es/ficha/CA19233043;1.00;BS-JACK35/BLUE;;;3760162060287;830;2917;"Cables de Audio";CA19233043;BS-JACK35/BLUE;315.00;;;https://www.dmi.es/photo/2917/750/2851738128517381/bg/cable-audio-bluestork-jack-3-5mm-azul-1-5m.jpg;https://www.dmi.es/photo/2917/750/2851738128517381/pq/cable-audio-bluestork-jack-3-5mm-azul-1-5m.jpg;https://www.dmi.es/photo/2917/750/2851738128517381/pq/cable-audio-bluestork-jack-3-5mm-azul-1-5m.jpg
AC02201032;https://www.dmi.es/photo/1399/753/2991083429910834/th/cargador-de-coche-aluminio-(reetail).jpg;0.30;21;0.00;;4.00;;"Accesorios telefonía";TenGO;"Cargador de coche Aluminio (Reetail)";https://www.dmi.es/ficha/AC02201032;100.00;RT3115BT;;"12V/24V, 5V, 2.4A, 5g";8435207805370;999953;1399;Cargadores;AC02201032;RT3115BT;1008.00;"12V/24V, 5V, 2.4A, 5g";;https://www.dmi.es/photo/1399/753/2991083429910834/bg/cargador-de-coche-aluminio-(reetail).jpg;https://www.dmi.es/photo/1399/753/2991083429910834/pq/cargador-de-coche-aluminio-(reetail).jpg;https://www.dmi.es/photo/1399/753/2991083429910834/pq/cargador-de-coche-aluminio-(reetail).jpg
AM2065003;https://www.dmi.es/photo/1399/754/2437127024371270/th/cargador-pared-samsung-2mah-miiicrousb-negro.jpg;0.20;21;0.00;;8.42;;"Accesorios telefonía";Samsung;"CARGADOR PARED SAMSUNG 2mAh MiiicroUSB Negro";https://www.dmi.es/ficha/AM2065003;100.00;EP-TA12EBEUGWW;;;8806086325950;999953;1399;Cargadores;AM2065003;EP-TA12EBEUGWW;486.00;;;https://www.dmi.es/photo/1399/754/2437127024371270/bg/cargador-pared-samsung-2mah-miiicrousb-negro.jpg;https://www.dmi.es/photo/1399/754/2437127024371270/pq/cargador-pared-samsung-2mah-miiicrousb-negro.jpg;https://www.dmi.es/photo/1399/754/2437127024371270/pq/cargador-pared-samsung-2mah-miiicrousb-negro.jpg
AM2065004;https://www.dmi.es/photo/1399/755/2437127124371271/th/cargador-pared-samsung-2mah-miiicrousb-blanco.jpg;0.02;21;0.00;;8.41;;"Accesorios telefonía";Samsung;"CARGADOR PARED SAMSUNG 2mAh MiiicroUSB Blanco";https://www.dmi.es/ficha/AM2065004;100.00;EP-TA12EWEUGWW;;;8806086325929;999953;1399;Cargadores;AM2065004;EP-TA12EWEUGWW;486.00;;;https://www.dmi.es/photo/1399/755/2437127124371271/bg/cargador-pared-samsung-2mah-miiicrousb-blanco.jpg;https://www.dmi.es/photo/1399/755/2437127124371271/pq/cargador-pared-samsung-2mah-miiicrousb-blanco.jpg;https://www.dmi.es/photo/1399/755/2437127124371271/pq/cargador-pared-samsung-2mah-miiicrousb-blanco.jpg
FA10132013;https://www.dmi.es/photo/963/771/2279963722799637/th/fuente-alimentacion-antec-edg550-550w-negro.jpg;2.00;21;0.00;;93.35;;"Cajas y fuentes";Antec;"FUENTE ALIMENTACION ANTEC EDG550 550W NEGRO";https://www.dmi.es/ficha/FA10132013;0.00;0-761345-05055-5;;;0761345050555;999993;963;"Fuentes de Alimentación";FA10132013;0-761345-05055-5;7068.00;;;https://www.dmi.es/photo/963/771/2279963722799637/bg/fuente-alimentacion-antec-edg550-550w-negro.jpg;https://www.dmi.es/photo/963/771/2279963722799637/pq/fuente-alimentacion-antec-edg550-550w-negro.jpg;https://www.dmi.es/photo/963/771/2279963722799637/pq/fuente-alimentacion-antec-edg550-550w-negro.jpg
PT90206087;https://www.dmi.es/photo/1285/775/2263119322631193/th/maletin-portatil-port-courchevel-15-6--negro.jpg;0.10;21;0.00;;15.93;;"Accesorios portátiles";"Port Designs";"MALETIN PORTATIL PORT COURCHEVEL 15,6"" NEGRO";https://www.dmi.es/ficha/PT90206087;12.00;160512;;;3567041605122;999998;1285;"Maletines para Portátiles";PT90206087;160512;10290.00;;;https://www.dmi.es/photo/1285/775/2263119322631193/bg/maletin-portatil-port-courchevel-15-6--negro.jpg;https://www.dmi.es/photo/1285/775/2263119322631193/pq/maletin-portatil-port-courchevel-15-6--negro.jpg;https://www.dmi.es/photo/1285/775/2263119322631193/pq/maletin-portatil-port-courchevel-15-6--negro.jpg
MN4465149;https://www.dmi.es/photo/222/781/2708472127084721/th/mon-samsung-s24e450b-23-6-vga-dvi-16:9-fhd-reg.jpg;3.00;21;0.00;;150.97;;Periféricos;Samsung;"MON SAMSUNG S24E450B 23.6/VGA/DVI/16:9/FHD/REG";https://www.dmi.es/ficha/MN4465149;1.00;LS24E45KBSV/EN;;;8806086767941;999996;222;"Monitores PC";MN4465149;LS24E45KBSV/EN;42840.00;;;https://www.dmi.es/photo/222/781/2708472127084721/bg/mon-samsung-s24e450b-23-6-vga-dvi-16:9-fhd-reg.jpg;https://www.dmi.es/photo/222/781/2708472127084721/pq/mon-samsung-s24e450b-23-6-vga-dvi-16:9-fhd-reg.jpg;https://www.dmi.es/photo/222/781/2708472127084721/pq/mon-samsung-s24e450b-23-6-vga-dvi-16:9-fhd-reg.jpg
PT90206033;https://www.dmi.es/photo/1285/793/1736748217367482/th/funda-portatil-port-berlin-ii-15-6--negro.jpg;0.50;21;0.00;;18.51;;"Accesorios portátiles";"Port Designs";"FUNDA PORTATIL PORT BERLIN II 15,6"" NEGRO";https://www.dmi.es/ficha/PT90206033;18.00;140372;;;3567041403728;999998;1285;"Maletines para Portátiles";PT90206033;140372;3444.00;;;https://www.dmi.es/photo/1285/793/1736748217367482/bg/funda-portatil-port-berlin-ii-15-6--negro.jpg;https://www.dmi.es/photo/1285/793/1736748217367482/pq/funda-portatil-port-berlin-ii-15-6--negro.jpg;https://www.dmi.es/photo/1285/793/1736748217367482/pq/funda-portatil-port-berlin-ii-15-6--negro.jpg
TF10249039;https://www.dmi.es/photo/117/797/2063002120630021/th/tel-inalambrico-gigaset-a220-negro.jpg;0.10;21;0.00;;18.33;;Telefonía;Gigaset;"TEL INALAMBRICO GIGASET A220 NEGRO";https://www.dmi.es/ficha/TF10249039;0.00;S30852-H2411-D201;;"DECT, GAP, 50/300 m, 18/200h, 3.556 cm (1.4 "") (5 x 7), 2 x AAA, Negro";4250366826462;107;117;"Teléfonos fijos";TF10249039;S30852-H2411-D201;2464.00;"DECT, GAP, 50/300 m, 18/200h, 3.556 cm (1.4 "") (5 x 7), 2 x AAA, Negro";;https://www.dmi.es/photo/117/797/2063002120630021/bg/tel-inalambrico-gigaset-a220-negro.jpg;https://www.dmi.es/photo/117/797/2063002120630021/pq/tel-inalambrico-gigaset-a220-negro.jpg;https://www.dmi.es/photo/117/797/2063002120630021/pq/tel-inalambrico-gigaset-a220-negro.jpg
CA1832003;https://www.dmi.es/photo/869/799/1176663111766631/th/cable-alimentacion-gembird-schuko-a-c7-2m.jpg;0.40;21;0.00;;0.82;;"Cables, Conectores y Adaptadores";Gembird;"CABLE ALIMENTACION GEMBIRD SCHUKO A C7 2M";https://www.dmi.es/ficha/CA1832003;19.00;PC-184-VDE;;;8716309026970;830;869;"Cables de Alimentación";CA1832003;PC-184-VDE;264.00;;;https://www.dmi.es/photo/869/799/1176663111766631/bg/cable-alimentacion-gembird-schuko-a-c7-2m.jpg;https://www.dmi.es/photo/869/799/1176663111766631/pq/cable-alimentacion-gembird-schuko-a-c7-2m.jpg;https://www.dmi.es/photo/869/799/1176663111766631/pq/cable-alimentacion-gembird-schuko-a-c7-2m.jpg
GA10207035;https://www.dmi.es/photo/193/802/2460457324604573/th/mando-c-t-r-l-i-pad-(mfi)gloss-black.jpg;0.10;21;0.00;;29.62;;Gaming;"Mad Catz";"MANDO C.T.R.L.i Pad (MFi)GLOSS BLACK";https://www.dmi.es/ficha/GA10207035;0.00;MCB312630AC2/04/1;;;0728658041960;999956;193;"Mandos, Volantes y Joysticks";GA10207035;MCB312630AC2/04/1;1344.00;;;https://www.dmi.es/photo/193/802/2460457324604573/bg/mando-c-t-r-l-i-pad-(mfi)gloss-black.jpg;https://www.dmi.es/photo/193/802/2460457324604573/pq/mando-c-t-r-l-i-pad-(mfi)gloss-black.jpg;https://www.dmi.es/photo/193/802/2460457324604573/pq/mando-c-t-r-l-i-pad-(mfi)gloss-black.jpg
TA80218001;https://www.dmi.es/photo/2774/839/1862801218628012/th/funda-tablet-port-tulum-universal-7-.jpg;0.01;21;0.00;;6.86;;"Accesorios telefonía";"Port Designs";"FUNDA TABLET PORT TULUM UNIVERSAL 7""";https://www.dmi.es/ficha/TA80218001;8.00;201280;;;3567042012806;999953;2774;"Fundas para Tablets";TA80218001;201280;562.50;;;https://www.dmi.es/photo/2774/839/1862801218628012/bg/funda-tablet-port-tulum-universal-7-.jpg;https://www.dmi.es/photo/2774/839/1862801218628012/pq/funda-tablet-port-tulum-universal-7-.jpg;https://www.dmi.es/photo/2774/839/1862801218628012/pq/funda-tablet-port-tulum-universal-7-.jpg
IM4236428;https://www.dmi.es/photo/304/901/2957930029579300/th/impresora-epson-expressin-premium-xp-530.jpg;3.00;21;5.25;"Canon Impr. Multifuncion";62.22;;Impresoras;Epson;"IMPRESORA EPSON EXPRESSIN PREMIUM XP-530";https://www.dmi.es/ficha/IM4236428;0.00;C11CE81402;;;8715946549538;999994;304;"Impresoras Multifunción";IM4236428;C11CE81402;47376.00;;;https://www.dmi.es/photo/304/901/2957930029579300/bg/impresora-epson-expressin-premium-xp-530.jpg;https://www.dmi.es/photo/304/901/2957930029579300/pq/impresora-epson-expressin-premium-xp-530.jpg;https://www.dmi.es/photo/304/901/2957930029579300/pq/impresora-epson-expressin-premium-xp-530.jpg
LB12165076;https://www.dmi.es/photo/817/911/1188139611881396/th/sai-salicru-sps-600-home.jpg;3.50;21;0.00;;63.21;;Electricidad;Salicru;"SAI SALICRU SPS 600 HOME";https://www.dmi.es/ficha/LB12165076;0.00;693AA-01;;"SPS.600.HOME, 600VA, 300W, 230V, USB, 20 min";8436035920952;999959;817;"SAI (UPS)";LB12165076;693AA-01;10545.00;"SPS.600.HOME, 600VA, 300W, 230V, USB, 20 min";;https://www.dmi.es/photo/817/911/1188139611881396/bg/sai-salicru-sps-600-home.jpg;https://www.dmi.es/photo/817/911/1188139611881396/pq/sai-salicru-sps-600-home.jpg;https://www.dmi.es/photo/817/911/1188139611881396/pq/sai-salicru-sps-600-home.jpg
TA80206014;https://www.dmi.es/photo/2774/919/2008550020085500/th/funda-muskoka-7--univ-tabletblack.jpg;0.01;21;0.00;;13.26;;"Accesorios telefonía";"Port Designs";"FUNDA MUSKOKA 7"" UNIV TABLETBLACK";https://www.dmi.es/ficha/TA80206014;1.00;201333;;;3567042013339;999953;2774;"Fundas para Tablets";TA80206014;201333;1152.00;;;https://www.dmi.es/photo/2774/919/2008550020085500/bg/funda-muskoka-7--univ-tabletblack.jpg;https://www.dmi.es/photo/2774/919/2008550020085500/pq/funda-muskoka-7--univ-tabletblack.jpg;https://www.dmi.es/photo/2774/919/2008550020085500/pq/funda-muskoka-7--univ-tabletblack.jpg
TA85206002;https://www.dmi.es/photo/2774/922/2095104020951040/th/funda-tablet-port-copenhagen-universal-9-10--violeta-.jpg;1.00;21;0.00;;9.54;;"Accesorios telefonía";"Port Designs";"FUNDA TABLET PORT COPENHAGEN UNIVERSAL 9-10' VIOLETA'";https://www.dmi.es/ficha/TA85206002;1.00;201404;;;3567042014046;999953;2774;"Fundas para Tablets";TA85206002;201404;1344.00;;;https://www.dmi.es/photo/2774/922/2095104020951040/bg/funda-tablet-port-copenhagen-universal-9-10--violeta-.jpg;https://www.dmi.es/photo/2774/922/2095104020951040/pq/funda-tablet-port-copenhagen-universal-9-10--violeta-.jpg;https://www.dmi.es/photo/2774/922/2095104020951040/pq/funda-tablet-port-copenhagen-universal-9-10--violeta-.jpg
HD90206000;https://www.dmi.es/photo/2928/925/1064349310643493/th/funda-hdd-port-berlin-2-5--negro.jpg;0.01;21;0.00;;6.19;;"Discos duros externos";"Port Designs";"FUNDA HDD PORT BERLIN 2,5"" NEGRO";https://www.dmi.es/ficha/HD90206000;75.00;400124;;;3567044001242;999986;2928;"Fundas HDD/SSD";HD90206000;400124;1152.00;;;https://www.dmi.es/photo/2928/925/1064349310643493/bg/funda-hdd-port-berlin-2-5--negro.jpg;https://www.dmi.es/photo/2928/925/1064349310643493/pq/funda-hdd-port-berlin-2-5--negro.jpg;https://www.dmi.es/photo/2928/925/1064349310643493/pq/funda-hdd-port-berlin-2-5--negro.jpg
PE60128036;https://www.dmi.es/photo/123/927/2617811726178117/th/auricular-genius-hs970bt-nfc-negro--bt.jpg;0.10;21;0.00;;34.85;;"Accesorios telefonía";Genius;"AURICULAR GENIUS HS970BT NFC NEGRO  BT";https://www.dmi.es/ficha/PE60128036;0.00;31710189100;;;4710268248200;999953;123;Auriculares;PE60128036;31710189100;5000.00;;;https://www.dmi.es/photo/123/927/2617811726178117/bg/auricular-genius-hs970bt-nfc-negro--bt.jpg;https://www.dmi.es/photo/123/927/2617811726178117/pq/auricular-genius-hs970bt-nfc-negro--bt.jpg;https://www.dmi.es/photo/123/927/2617811726178117/pq/auricular-genius-hs970bt-nfc-negro--bt.jpg
VM3132365;https://www.dmi.es/photo/1505/933/2685976426859764/th/herramientas-gembird-prensa-modular-universal-rj45-rj12-rj11.jpg;0.40;21;0.00;;5.50;;Herramientas;Gembird;"HERRAMIENTAS GEMBIRD PRENSA MODULAR UNIVERSAL RJ45/RJ12/RJ11";https://www.dmi.es/ficha/VM3132365;29.00;T-WC-01;;"8P8C/RJ-45, 6P6C/RJ-12, 6P4C/RJ-11, 4P4C, 4P2C, 280g";8716309084550;1883;1505;Crimpadoras;VM3132365;T-WC-01;891.00;"8P8C/RJ-45, 6P6C/RJ-12, 6P4C/RJ-11, 4P4C, 4P2C, 280g";;https://www.dmi.es/photo/1505/933/2685976426859764/bg/herramientas-gembird-prensa-modular-universal-rj45-rj12-rj11.jpg;https://www.dmi.es/photo/1505/933/2685976426859764/pq/herramientas-gembird-prensa-modular-universal-rj45-rj12-rj11.jpg;https://www.dmi.es/photo/1505/933/2685976426859764/pq/herramientas-gembird-prensa-modular-universal-rj45-rj12-rj11.jpg
CA1732004;https://www.dmi.es/photo/1530/934/2543685825436858/th/splitter-gembird-vga-4-monitores.jpg;1.00;21;0.00;;18.67;;Vídeo;Gembird;"SPLITTER GEMBIRD VGA 4 MONITORES";https://www.dmi.es/ficha/CA1732004;7.00;GVS124;;;8716309027816;999980;1530;"Splitter Vídeo";CA1732004;GVS124;2610.00;;;https://www.dmi.es/photo/1530/934/2543685825436858/bg/splitter-gembird-vga-4-monitores.jpg;https://www.dmi.es/photo/1530/934/2543685825436858/pq/splitter-gembird-vga-4-monitores.jpg;https://www.dmi.es/photo/1530/934/2543685825436858/pq/splitter-gembird-vga-4-monitores.jpg
AC0332046;https://www.dmi.es/photo/186/935/2077300020773000/th/capturador-de-video-gembird-por-usb.jpg;0.30;21;0.00;;10.58;;Vídeo;Gembird;"CAPTURADOR DE VIDEO GEMBIRD POR USB";https://www.dmi.es/ficha/AC0332046;4.00;UVG-002;;;8716309079983;999980;186;"Capturadores de Video";AC0332046;UVG-002;1872.00;;;https://www.dmi.es/photo/186/935/2077300020773000/bg/capturador-de-video-gembird-por-usb.jpg;https://www.dmi.es/photo/186/935/2077300020773000/pq/capturador-de-video-gembird-por-usb.jpg;https://www.dmi.es/photo/186/935/2077300020773000/pq/capturador-de-video-gembird-por-usb.jpg
CA1532026;https://www.dmi.es/photo/2918/936/2477904124779041/th/cable-hdmi-gembird-macho-macho-4k-alta-velocidad-3m.jpg;0.20;21;0.00;;1.33;;"Cables, Conectores y Adaptadores";Gembird;"CABLE HDMI GEMBIRD MACHO MACHO 4K ALTA VELOCIDAD 3M";https://www.dmi.es/ficha/CA1532026;0.00;CC-HDMI4L-10;;;8716309082785;830;2918;"Cables HDMI";CA1532026;CC-HDMI4L-10;532.00;;;https://www.dmi.es/photo/2918/936/2477904124779041/bg/cable-hdmi-gembird-macho-macho-4k-alta-velocidad-3m.jpg;https://www.dmi.es/photo/2918/936/2477904124779041/pq/cable-hdmi-gembird-macho-macho-4k-alta-velocidad-3m.jpg;https://www.dmi.es/photo/2918/936/2477904124779041/pq/cable-hdmi-gembird-macho-macho-4k-alta-velocidad-3m.jpg
CA1632006;https://www.dmi.es/photo/1501/939/1979467719794677/th/adaptador-gembird-mini-displayport-macho-a-displayport-hembra.jpg;0.15;21;0.00;;4.17;;"Cables, Conectores y Adaptadores";Gembird;"ADAPTADOR GEMBIRD MINI DISPLAYPORT MACHO A DISPLAYPORT HEMBRA";https://www.dmi.es/ficha/CA1632006;15.00;A-mDPM-DPF-001-W;;;8716309078757;830;1501;"Adaptadores de Cable";CA1632006;A-mDPM-DPF-001-W;23.80;;;https://www.dmi.es/photo/1501/939/1979467719794677/bg/adaptador-gembird-mini-displayport-macho-a-displayport-hembra.jpg;https://www.dmi.es/photo/1501/939/1979467719794677/pq/adaptador-gembird-mini-displayport-macho-a-displayport-hembra.jpg;https://www.dmi.es/photo/1501/939/1979467719794677/pq/adaptador-gembird-mini-displayport-macho-a-displayport-hembra.jpg
CA2032024;https://www.dmi.es/photo/883/940/41944844194484/th/cable-red-gembird-ftp-cat6-2m-gris.jpg;0.20;21;0.00;;0.95;;"Cables, Conectores y Adaptadores";Gembird;"CABLE RED GEMBIRD FTP CAT6 2M GRIS";https://www.dmi.es/ficha/CA2032024;100.00;PP6-2M;;;8716309045377;830;883;"Cables Ethernet";CA2032024;PP6-2M;360.00;;;https://www.dmi.es/photo/883/940/41944844194484/bg/cable-red-gembird-ftp-cat6-2m-gris.jpg;https://www.dmi.es/photo/883/940/41944844194484/pq/cable-red-gembird-ftp-cat6-2m-gris.jpg;https://www.dmi.es/photo/883/940/41944844194484/pq/cable-red-gembird-ftp-cat6-2m-gris.jpg
